X,Y,Radius,Color
0,508,1,1
0,0,1,1
485,508,1,1
485,0,1,1
35.9494862412767,470.623955026628,1,1
26.086666295918,485.219035103853,1,1
39.9223865889003,491.200277196234,1,1
28.0443563879913,478.871516586038,1,1
26.1201368338866,479.109413892858,1,1
38.2982657187214,489.142381646643,1,1
28.624789150375,470.623316371258,1,1
37.1048476771991,470.508469140702,1,1
27.3754758819101,480.527375852603,1,1
27.5771689182708,485.578675725664,1,1
24.8577674703008,488.188610686077,1,1
45.0598017963482,477.711821429719,1,1
37.7622099999515,472.910736434935,1,1
32.6918647119573,483.874923144406,1,1
34.5611328992759,475.306839571985,1,1
33.6864422424344,469.615288229981,1,1
23.501924905832,473.234857036379,1,1
42.2321651501763,488.386174074651,1,1
37.6082334528236,481.986876139015,1,1
31.3590917508789,472.536842701731,1,1
38.9486040059396,473.698193809121,1,1
45.5585162798423,475.672469124658,1,1
31.9173787331576,477.649620372475,1,1
39.8039621106231,471.584503570518,1,1
39.927683346002,472.141811900488,1,1
30.2127071155917,470.168516235525,1,1
24.2057311044679,480.107853875012,1,1
36.8845390975432,477.915955147841,1,1
44.5107505177391,475.816110246354,1,1
31.024225161864,471.525632450745,1,1
26.6661569939586,488.943711049461,1,1
34.0292358045757,472.521765082772,1,1
30.7649607337449,469.793566076665,1,1
31.7400673462895,487.159806927122,1,1
37.436263522969,471.787627231151,1,1
40.3018201524221,483.613519986826,1,1
32.1244456686347,469.296529048324,1,1
24.464481561765,480.976176940228,1,1
32.7623838006146,478.923734924361,1,1
38.0377308593222,473.299862633516,1,1
39.2169186946416,443.851627452801,1,1
35.4512827801023,453.243450442008,1,1
34.2770738647684,442.581140432952,1,1
41.5797578910563,444.483704403213,1,1
26.4654631310984,443.104225494182,1,1
39.2299853181919,446.523671418195,1,1
29.4561808122487,442.03729400799,1,1
40.741368065988,453.178417959141,1,1
23.9296781705194,456.311673487309,1,1
31.8606071920618,453.387301759342,1,1
40.1621596714604,459.378168555259,1,1
29.0644373820938,451.001637641011,1,1
21.858474752844,446.047546044998,1,1
24.198928870185,443.908293445897,1,1
37.3841325490303,443.292453904704,1,1
37.0930522583234,450.784615201094,1,1
37.9253854326282,454.353728284289,1,1
31.048014841301,462.177507538736,1,1
43.4551871063498,458.505399281396,1,1
30.1793356043377,461.414146595951,1,1
44.5655247131043,453.660505247573,1,1
45.8932185775006,452.638404813011,1,1
28.3613800069064,441.405502594623,1,1
39.8870814829009,439.565534201295,1,1
28.3370091204091,457.462811110256,1,1
29.1679331785406,445.429355749965,1,1
26.0586261757638,449.950557209223,1,1
38.288071882936,441.558558419051,1,1
40.9347768390235,440.674142760031,1,1
34.7516801968802,456.648002476551,1,1
26.7461929363978,460.086739796413,1,1
40.8170663205578,451.67698069589,1,1
33.9993948854056,442.537420814182,1,1
43.3814603189245,446.972552791518,1,1
45.0646583969765,452.935202374205,1,1
25.5124087952171,453.548836184367,1,1
44.9839747419977,455.988536491862,1,1
44.4913157892184,445.343324648285,1,1
44.1314191457475,445.2241786997,1,1
30.6536329273045,438.007625595086,1,1
34.7505991360322,410.081053494715,1,1
27.3968673802288,427.164518351012,1,1
25.1580418319923,416.443601792705,1,1
33.4190056531279,427.536946763962,1,1
30.324219170861,415.586152975769,1,1
32.1454836224303,431.037973699263,1,1
36.7122218060099,420.655097163154,1,1
46.680111665234,417.348753095422,1,1
39.6273351227646,413.348071470172,1,1
27.5232548643195,410.158927487849,1,1
45.7824067550448,416.092877565899,1,1
36.6153874496354,412.87439919145,1,1
40.5044254127299,417.491411739256,1,1
46.6644036737553,419.8850172735,1,1
38.7030080247058,409.693442685364,1,1
36.6877772555039,431.950608129165,1,1
40.6746410065586,423.790043865975,1,1
30.3480410974113,419.875005844179,1,1
27.7982152831414,425.639424666418,1,1
30.1318625538424,418.941166953979,1,1
33.8064254646923,413.872191439842,1,1
28.2879672060472,426.503707878667,1,1
37.6708253165831,417.251789965337,1,1
27.9986956119237,421.944050436686,1,1
37.7534365720642,416.972987852112,1,1
33.079653124317,409.261850215882,1,1
30.7715931452259,423.130881961601,1,1
30.8465608504144,412.587483808828,1,1
42.6996512629088,424.097242320032,1,1
32.4451459342703,413.521844692009,1,1
31.382632384618,427.609083111775,1,1
37.6164719134839,418.146005066688,1,1
31.460982187793,410.361565615576,1,1
38.1309325446015,419.751403683595,1,1
37.5672337387208,416.299259955339,1,1
34.0462497058156,425.729059959739,1,1
29.0873621987681,415.862688989185,1,1
46.5051305557276,417.537442681245,1,1
39.7243253549667,429.421613063189,1,1
28.5037236974496,412.509284341714,1,1
31.8568433401966,397.735842449386,1,1
33.97548727079,385.374557258538,1,1
28.2296243025808,387.252247967358,1,1
36.4580314309897,381.979640155017,1,1
34.3072893247165,388.943095821738,1,1
29.1324050309506,397.075217538933,1,1
29.0079653369529,386.196695207579,1,1
30.758901080362,398.234833253663,1,1
40.7893423214302,381.478059429067,1,1
34.6778027725292,396.751177897826,1,1
42.1786551489688,382.424876714024,1,1
46.9293900189242,390.764261457187,1,1
24.7226290093325,381.354100832474,1,1
28.1835005147633,388.674782917975,1,1
42.4718651303831,399.782612137124,1,1
22.6343142814293,395.533501693563,1,1
27.9102052202017,379.730312297382,1,1
40.6687713121375,383.601258259426,1,1
32.4817128645855,383.108273947984,1,1
39.7897190791998,401.416397120391,1,1
31.5132505658725,393.957885574989,1,1
28.7587347328033,384.124895127326,1,1
33.0448905892463,392.040853575529,1,1
34.8827085353149,397.793676506492,1,1
29.5815252955553,381.790602917636,1,1
22.014793579017,387.615601825357,1,1
26.9450146154009,399.958960504157,1,1
27.8194073493484,379.104385215972,1,1
38.8695617754512,396.72325290907,1,1
31.8684627512222,397.194613924084,1,1
28.3379348329234,384.083788662364,1,1
35.7942356569897,396.460322835635,1,1
35.7348401699141,379.252055811833,1,1
38.5702203295934,402.028110872009,1,1
32.196358472479,381.371289158391,1,1
41.0503960523507,399.905468626991,1,1
38.5927236235902,385.274486823816,1,1
43.3044389369997,381.212889414525,1,1
29.3686592415318,380.911048496383,1,1
40.7296754951262,379.503850660778,1,1
38.2217789360532,348.066473003702,1,1
45.5671711076704,355.189145874809,1,1
26.0666950381776,366.844063871901,1,1
25.0140680105782,368.601365322165,1,1
30.784575402083,354.626078230553,1,1
