X,Y,Radius,Color
0,542,1,1
0,0,1,1
782,542,1,1
782,0,1,1
53,506,1,1
49.9999999999999,503,1,1
46.9999999999999,497,1,1
44.9999999999999,492,1,1
41.9999999999999,487,1,1
40.9999999999999,485,1,1
41.9999999999999,479,1,1
44.9999999999999,475,1,1
50.9999999999999,473,1,1
51.9999999999999,470,1,1
58.9999999999999,467,1,1
65.9999999999999,467,1,1
69.9999999999999,467,1,1
72.9999999999999,467,1,1
76.9999999999999,470,1,1
80.9999999999999,472,1,1
82.9999999999999,474,1,1
83.9999999999999,479,1,1
83.9999999999999,483,1,1
85.9999999999999,488,1,1
84.9999999999999,491,1,1
82.9999999999999,495,1,1
80.9999999999999,496,1,1
78.9999999999999,498,1,1
76.9999999999999,499,1,1
74.9999999999999,499,1,1
73.9999999999999,502,1,1
74.9999999999999,503,1,1
74.9999999999999,504,1,1
71.9999999999999,506,1,1
65.9999999999999,506,1,1
63,506,1,1
60.9999999999999,506,1,1
56.9999999999999,500,1,1
56.9999999999999,498,1,1
54.9999999999999,494,1,1
54.9999999999999,491,1,1
53,489,1,1
50.9999999999999,485,1,1
50.9999999999999,484,1,1
53.9999999999999,483,1,1
56.9999999999999,480,1,1
56.9999999999999,478,1,1
60.9999999999999,477,1,1
64.9999999999999,475,1,1
68.9999999999999,475,1,1
74.9999999999999,476,1,1
79.9999999999999,479,1,1
80.9999999999999,481,1,1
80.9999999999999,485,1,1
76.9999999999999,490,1,1
72.9999999999999,491,1,1
69.9999999999999,494,1,1
68.9999999999999,498,1,1
67.9999999999999,498,1,1
64.9999999999999,497,1,1
61.9999999999999,490,1,1
63,484,1,1
63.9999999999999,482,1,1
67.9999999999999,482,1,1
71.9999999999999,482,1,1
70.9999999999999,484,1,1
79.9999999999999,504,1,1
55.9999999999999,505,1,1
47.9999999999999,485,1,1
50.9999999999999,466,1,1
69.9999999999999,467,1,1
87.9999999999999,486,1,1
61.9999999999999,493,1,1
58.9999999999999,487,1,1
59.9999999999999,482,1,1
64.9999999999999,482,1,1
67.9999999999999,485,1,1
67.9999999999999,493,1,1
60.9999999999999,496,1,1
58,497,1,1
58,497,1,1
54.9999999999999,491,1,1
54.9999999999999,487,1,1
55.9999999999999,481,1,1
60.9999999999999,472,1,1
